Model,Rater,Theta,info_data_rater
HR,HR-1,25.1515,6.83473e-009
HR,HR-1,25.4545,5.04796e-009
HR,HR-1,25.7576,3.72831e-009
HR,HR-1,26.0606,2.75364e-009
HR,HR-1,26.3636,2.03378e-009
HR,HR-1,26.6667,1.5021e-009
HR,HR-1,26.9697,1.10942e-009
HR,HR-1,27.2727,8.19389e-010
HR,HR-1,27.5758,6.0518e-010
HR,HR-1,27.8788,4.46972e-010
HR,HR-1,28.1818,3.30123e-010
HR,HR-1,28.4848,2.43825e-010
HR,HR-1,28.7879,1.80082e-010
HR,HR-1,29.0909,1.33005e-010
HR,HR-1,29.3939,9.82325e-011
HR,HR-1,29.697,7.25535e-011
HR,HR-1,30,5.35891e-011
HR,HR-2,-30,3.47483e-010
HR,HR-2,-29.697,4.70476e-010
HR,HR-2,-29.3939,6.37004e-010
HR,HR-2,-29.0909,8.62474e-010
HR,HR-2,-28.7879,1.16775e-009
HR,HR-2,-28.4848,1.58109e-009
HR,HR-2,-28.1818,2.14072e-009
HR,HR-2,-27.8788,2.89844e-009
HR,HR-2,-27.5758,3.92436e-009
HR,HR-2,-27.2727,5.3134e-009
HR,HR-2,-26.9697,7.19412e-009
HR,HR-2,-26.6667,9.74051e-009
HR,HR-2,-26.3636,1.31882e-008
HR,HR-2,-26.0606,1.78563e-008
HR,HR-2,-25.7576,2.41766e-008
HR,HR-2,-25.4545,3.2734e-008
HR,HR-2,-25.1515,4.43203e-008
HR,HR-2,-24.8485,6.00079e-008
HR,HR-2,-24.5455,8.1248e-008
HR,HR-2,-24.2424,1.10006e-007
HR,HR-2,-23.9394,1.48943e-007
HR,HR-2,-23.6364,2.01663e-007
HR,HR-2,-23.3333,2.73042e-007
HR,HR-2,-23.0303,3.69687e-007
HR,HR-2,-22.7273,5.0054e-007
HR,HR-2,-22.4242,6.77708e-007
HR,HR-2,-22.1212,9.17586e-007
HR,HR-2,-21.8182,1.24237e-006
HR,HR-2,-21.5152,1.68211e-006
HR,HR-2,-21.2121,2.2775e-006
HR,HR-2,-20.9091,3.08363e-006
HR,HR-2,-20.6061,4.17509e-006
HR,HR-2,-20.303,5.65287e-006
HR,HR-2,-20,7.6537e-006
HR,HR-2,-19.697,1.03627e-005
HR,HR-2,-19.3939,1.40305e-005
HR,HR-2,-19.0909,1.89966e-005
HR,HR-2,-18.7879,2.57202e-005
HR,HR-2,-18.4848,3.48233e-005
HR,HR-2,-18.1818,4.7148e-005
HR,HR-2,-17.8788,6.38342e-005
HR,HR-2,-17.5758,8.64248e-005
HR,HR-2,-17.2727,0.000117008
HR,HR-2,-16.9697,0.000158411
HR,HR-2,-16.6667,0.000214457
HR,HR-2,-16.3636,0.000290322
HR,HR-2,-16.0606,0.000393002
HR,HR-2,-15.7576,0.000531959
HR,HR-2,-15.4545,0.000719978
HR,HR-2,-15.1515,0.000974322
HR,HR-2,-14.8485,0.00131828
HR,HR-2,-14.5455,0.00178323
HR,HR-2,-14.2424,0.00241137
HR,HR-2,-13.9394,0.00325932
HR,HR-2,-13.6364,0.0044028
HR,HR-2,-13.3333,0.00594261
HR,HR-2,-13.0303,0.00801217
HR,HR-2,-12.7273,0.0107865
HR,HR-2,-12.4242,0.0144926
HR,HR-2,-12.1212,0.01942
HR,HR-2,-11.8182,0.0259297
HR,HR-2,-11.5152,0.0344562
HR,HR-2,-11.2121,0.0454967
HR,HR-2,-10.9091,0.0595735
HR,HR-2,-10.6061,0.0771547
HR,HR-2,-10.303,0.0985167
HR,HR-2,-10,0.123537
HR,HR-2,-9.69697,0.151442
HR,HR-2,-9.39394,0.180574
HR,HR-2,-9.09091,0.208324
HR,HR-2,-8.78788,0.231387
HR,HR-2,-8.48485,0.246425
HR,HR-2,-8.18182,0.251001
HR,HR-2,-7.87879,0.244386
HR,HR-2,-7.57576,0.227835
HR,HR-2,-7.27273,0.204156
HR,HR-2,-6.9697,0.176835
HR,HR-2,-6.66667,0.149147
HR,HR-2,-6.36364,0.123598
HR,HR-2,-6.06061,0.101768
HR,HR-2,-5.75758,0.0844453
HR,HR-2,-5.45454,0.0718855
HR,HR-2,-5.15151,0.0640673
HR,HR-2,-4.84848,0.0608913
HR,HR-2,-4.54545,0.0623019
HR,HR-2,-4.24242,0.0683373
HR,HR-2,-3.93939,0.0791113
HR,HR-2,-3.63636,0.0947253
HR,HR-2,-3.33333,0.115106
HR,HR-2,-3.0303,0.139771
HR,HR-2,-2.72727,0.167566
HR,HR-2,-2.42424,0.19646
HR,HR-2,-2.12121,0.223561
HR,HR-2,-1.81818,0.245503
HR,HR-2,-1.51515,0.259227
HR,HR-2,-1.21212,0.262924
HR,HR-2,-0.90909,0.256724
HR,HR-2,-0.60606,0.24274
HR,HR-2,-0.303029,0.224458
HR,HR-2,8.9407e-007,0.205799
HR,HR-2,0.303031,0.190286
HR,HR-2,0.606062,0.180553
HR,HR-2,0.909092,0.178186
HR,HR-2,1.21212,0.183735
HR,HR-2,1.51515,0.196739
HR,HR-2,1.81818,0.21571
HR,HR-2,2.12121,0.23815
HR,HR-2,2.42424,0.260753
HR,HR-2,2.72727,0.279948
HR,HR-2,3.0303,0.292771
HR,HR-2,3.33333,0.297778
HR,HR-2,3.63636,0.295573
HR,HR-2,3.93939,0.288614
HR,HR-2,4.24243,0.280357
HR,HR-2,4.54546,0.274122
HR,HR-2,4.84849,0.272105
HR,HR-2,5.15152,0.274779
HR,HR-2,5.45455,0.280756
HR,HR-2,5.75758,0.287119
HR,HR-2,6.06061,0.290195
HR,HR-2,6.36364,0.28664
HR,HR-2,6.66667,0.274496
HR,HR-2,6.9697,0.25378
HR,HR-2,7.27273,0.226335
HR,HR-2,7.57576,0.195078
HR,HR-2,7.87879,0.163061
HR,HR-2,8.18182,0.132758
HR,HR-2,8.48485,0.105752
HR,HR-2,8.78788,0.0827693
HR,HR-2,9.09091,0.063886
HR,HR-2,9.39394,0.0487805
HR,HR-2,9.69697,0.0369391
HR,HR-2,10,0.0277964
HR,HR-2,10.303,0.0208174
HR,HR-2,10.6061,0.0155351
HR,HR-2,10.9091,0.0115623
HR,HR-2,11.2121,0.00858838
HR,HR-2,11.5152,0.00636997
HR,HR-2,11.8182,0.00471941
HR,HR-2,12.1212,0.0034937
HR,HR-2,12.4242,0.00258477
HR,HR-2,12.7273,0.00191146
HR,HR-2,13.0303,0.00141308
HR,HR-2,13.3333,0.00104438
HR,HR-2,13.6364,0.000771751
HR,HR-2,13.9394,0.000570212
HR,HR-2,14.2424,0.000421262
HR,HR-2,14.5455,0.000311198
HR,HR-2,14.8485,0.000229879
HR,HR-2,15.1515,0.000169802
HR,HR-2,15.4545,0.000125422
HR,HR-2,15.7576,9.26395e-005
HR,HR-2,16.0606,6.84244e-005
HR,HR-2,16.3636,5.05384e-005
HR,HR-2,16.6667,3.73274e-005
HR,HR-2,16.9697,2.75697e-005
HR,HR-2,17.2727,2.03626e-005
HR,HR-2,17.5758,1.50395e-005
HR,HR-2,17.8788,1.11079e-005
HR,HR-2,18.1818,8.20407e-006
HR,HR-2,18.4848,6.05936e-006
HR,HR-2,18.7879,4.47532e-006
HR,HR-2,19.0909,3.30537e-006
HR,HR-2,19.3939,2.44128e-006
HR,HR-2,19.697,1.80307e-006
HR,HR-2,20,1.33171e-006
HR,HR-2,20.303,9.83568e-007
HR,HR-2,20.6061,7.26441e-007
HR,HR-2,20.9091,5.36533e-007
HR,HR-2,21.2121,3.96271e-007
HR,HR-2,21.5152,2.92676e-007
HR,HR-2,21.8182,2.16164e-007
HR,HR-2,22.1212,1.59654e-007
HR,HR-2,22.4242,1.17916e-007
HR,HR-2,22.7273,8.70904e-008
HR,HR-2,23.0303,6.4323e-008
HR,HR-2,23.3333,4.75074e-008
HR,HR-2,23.6364,3.50878e-008
HR,HR-2,23.9394,2.59151e-008
HR,HR-2,24.2424,1.91403e-008
HR,HR-2,24.5455,1.41366e-008
HR,HR-2,24.8485,1.04409e-008
HR,HR-2,25.1515,7.71144e-009
HR,HR-2,25.4545,5.69548e-009
HR,HR-2,25.7576,4.20655e-009
HR,HR-2,26.0606,3.10686e-009
HR,HR-2,26.3636,2.29466e-009
HR,HR-2,26.6667,1.69478e-009
HR,HR-2,26.9697,1.25172e-009
HR,HR-2,27.2727,9.24492e-010
HR,HR-2,27.5758,6.82808e-010
HR,HR-2,27.8788,5.04309e-010
HR,HR-2,28.1818,3.72468e-010
HR,HR-2,28.4848,2.75099e-010
HR,HR-2,28.7879,2.0318e-010
HR,HR-2,29.0909,1.50063e-010
HR,HR-2,29.3939,1.10834e-010
HR,HR-2,29.697,8.18616e-011
HR,HR-2,30,6.04619e-011
4o-Mini,4o-Mini,-30,2.08051e-010
4o-Mini,4o-Mini,-29.697,2.81692e-010
4o-Mini,4o-Mini,-29.3939,3.81398e-010
4o-Mini,4o-Mini,-29.0909,5.16396e-010
4o-Mini,4o-Mini,-28.7879,6.99178e-010
4o-Mini,4o-Mini,-28.4848,9.46655e-010
4o-Mini,4o-Mini,-28.1818,1.28173e-009
4o-Mini,4o-Mini,-27.8788,1.7354e-009
4o-Mini,4o-Mini,-27.5758,2.34966e-009
4o-Mini,4o-Mini,-27.2727,3.18133e-009
4o-Mini,4o-Mini,-26.9697,4.30739e-009
4o-Mini,4o-Mini,-26.6667,5.83201e-009
4o-Mini,4o-Mini,-26.3636,7.89628e-009
4o-Mini,4o-Mini,-26.0606,1.06912e-008
4o-Mini,4o-Mini,-25.7576,1.44754e-008
4o-Mini,4o-Mini,-25.4545,1.95991e-008
4o-Mini,4o-Mini,-25.1515,2.65362e-008
4o-Mini,4o-Mini,-24.8485,3.5929e-008
4o-Mini,4o-Mini,-24.5455,4.86462e-008
4o-Mini,4o-Mini,-24.2424,6.58648e-008
4o-Mini,4o-Mini,-23.9394,8.91779e-008
4o-Mini,4o-Mini,-23.6364,1.20743e-007
4o-Mini,4o-Mini,-23.3333,1.6348e-007
4o-Mini,4o-Mini,-23.0303,2.21346e-007
4o-Mini,4o-Mini,-22.7273,2.99692e-007
4o-Mini,4o-Mini,-22.4242,4.05769e-007
4o-Mini,4o-Mini,-22.1212,5.49393e-007
4o-Mini,4o-Mini,-21.8182,7.43854e-007
4o-Mini,4o-Mini,-21.5152,1.00714e-006
4o-Mini,4o-Mini,-21.2121,1.36363e-006
4o-Mini,4o-Mini,-20.9091,1.84629e-006
4o-Mini,4o-Mini,-20.6061,2.49979e-006
4o-Mini,4o-Mini,-20.303,3.3846e-006
4o-Mini,4o-Mini,-20,4.58259e-006
4o-Mini,4o-Mini,-19.697,6.20459e-006
4o-Mini,4o-Mini,-19.3939,8.40071e-006
4o-Mini,4o-Mini,-19.0909,1.13741e-005
4o-Mini,4o-Mini,-18.7879,1.53999e-005
4o-Mini,4o-Mini,-18.4848,2.08506e-005
4o-Mini,4o-Mini,-18.1818,2.82304e-005
4o-Mini,4o-Mini,-17.8788,3.82219e-005
4o-Mini,4o-Mini,-17.5758,5.17493e-005
4o-Mini,4o-Mini,-17.2727,7.00638e-005
4o-Mini,4o-Mini,-16.9697,9.48585e-005
4o-Mini,4o-Mini,-16.6667,0.000128426
4o-Mini,4o-Mini,-16.3636,0.000173867
4o-Mini,4o-Mini,-16.0606,0.000235379
4o-Mini,4o-Mini,-15.7576,0.000318639
4o-Mini,4o-Mini,-15.4545,0.000431326
4o-Mini,4o-Mini,-15.1515,0.000583818
4o-Mini,4o-Mini,-14.8485,0.000790138
4o-Mini,4o-Mini,-14.5455,0.00106921
4o-Mini,4o-Mini,-14.2424,0.00144657
4o-Mini,4o-Mini,-13.9394,0.00195659
4o-Mini,4o-Mini,-13.6364,0.00264546
4o-Mini,4o-Mini,-13.3333,0.00357513
4o-Mini,4o-Mini,-13.0303,0.00482831
4o-Mini,4o-Mini,-12.7273,0.00651493
4o-Mini,4o-Mini,-12.4242,0.00878015
4o-Mini,4o-Mini,-12.1212,0.0118138
4o-Mini,4o-Mini,-11.8182,0.0158609
4o-Mini,4o-Mini,-11.5152,0.0212322
4o-Mini,4o-Mini,-11.2121,0.0283112
4o-Mini,4o-Mini,-10.9091,0.0375536
4o-Mini,4o-Mini,-10.6061,0.049469
4o-Mini,4o-Mini,-10.303,0.0645732
4o-Mini,4o-Mini,-10,0.0832919
4o-Mini,4o-Mini,-9.69697,0.105801
4o-Mini,4o-Mini,-9.39394,0.131804
4o-Mini,4o-Mini,-9.09091,0.160269
4o-Mini,4o-Mini,-8.78788,0.189236
4o-Mini,4o-Mini,-8.48485,0.21583
4o-Mini,4o-Mini,-8.18182,0.236639
4o-Mini,4o-Mini,-7.87879,0.248493
4o-Mini,4o-Mini,-7.57576,0.2494
4o-Mini,4o-Mini,-7.27273,0.239233
4o-Mini,4o-Mini,-6.9697,0.219779
4o-Mini,4o-Mini,-6.66667,0.194127
4o-Mini,4o-Mini,-6.36364,0.16574
4o-Mini,4o-Mini,-6.06061,0.137642
4o-Mini,4o-Mini,-5.75758,0.111978
4o-Mini,4o-Mini,-5.45454,0.089967
4o-Mini,4o-Mini,-5.15151,0.0720821
4o-Mini,4o-Mini,-4.84848,0.0583162
4o-Mini,4o-Mini,-4.54545,0.0484225
4o-Mini,4o-Mini,-4.24242,0.042093
4o-Mini,4o-Mini,-3.93939,0.0390735
4o-Mini,4o-Mini,-3.63636,0.0392267
4o-Mini,4o-Mini,-3.33333,0.0425601
4o-Mini,4o-Mini,-3.0303,0.0492242
4o-Mini,4o-Mini,-2.72727,0.0594828
4o-Mini,4o-Mini,-2.42424,0.0736445
4o-Mini,4o-Mini,-2.12121,0.0919435
4o-Mini,4o-Mini,-1.81818,0.114354
4o-Mini,4o-Mini,-1.51515,0.140344
4o-Mini,4o-Mini,-1.21212,0.168617
4o-Mini,4o-Mini,-0.90909,0.196937
4o-Mini,4o-Mini,-0.60606,0.222221
4o-Mini,4o-Mini,-0.303029,0.241008
4o-Mini,4o-Mini,8.9407e-007,0.250301
4o-Mini,4o-Mini,0.303031,0.248491
4o-Mini,4o-Mini,0.606062,0.235913
4o-Mini,4o-Mini,0.909092,0.214728
4o-Mini,4o-Mini,1.21212,0.188201
4o-Mini,4o-Mini,1.51515,0.159758
4o-Mini,4o-Mini,1.81818,0.132252
4o-Mini,4o-Mini,2.12121,0.107622
4o-Mini,4o-Mini,2.42424,0.0869119
4o-Mini,4o-Mini,2.72727,0.0704895
4o-Mini,4o-Mini,3.0303,0.0583107
4o-Mini,4o-Mini,3.33333,0.0501502
4o-Mini,4o-Mini,3.63636,0.0457646
4o-Mini,4o-Mini,3.93939,0.044992
4o-Mini,4o-Mini,4.24243,0.0478018
4o-Mini,4o-Mini,4.54546,0.054302
4o-Mini,4o-Mini,4.84849,0.0647094
4o-Mini,4o-Mini,5.15152,0.0792723
4o-Mini,4o-Mini,5.45455,0.0981365
4o-Mini,4o-Mini,5.75758,0.121143
4o-Mini,4o-Mini,6.06061,0.147568
4o-Mini,4o-Mini,6.36364,0.175876
4o-Mini,4o-Mini,6.66667,0.203586
4o-Mini,4o-Mini,6.9697,0.227448
4o-Mini,4o-Mini,7.27273,0.244009
4o-Mini,4o-Mini,7.57576,0.250515
4o-Mini,4o-Mini,7.87879,0.245778
4o-Mini,4o-Mini,8.18182,0.230588
4o-Mini,4o-Mini,8.48485,0.20743
4o-Mini,4o-Mini,8.78788,0.179657
4o-Mini,4o-Mini,9.09091,0.150567
4o-Mini,4o-Mini,9.39394,0.122751
4o-Mini,4o-Mini,9.69697,0.0978418
4o-Mini,4o-Mini,10,0.0765965
4o-Mini,4o-Mini,10.303,0.0591245
4o-Mini,4o-Mini,10.6061,0.0451433
4o-Mini,4o-Mini,10.9091,0.0341825
4o-Mini,4o-Mini,11.2121,0.0257202
4o-Mini,4o-Mini,11.5152,0.0192611
4o-Mini,4o-Mini,11.8182,0.0143729
4o-Mini,4o-Mini,12.1212,0.0106968
4o-Mini,4o-Mini,12.4242,0.00794524
4o-Mini,4o-Mini,12.7273,0.00589279
4o-Mini,4o-Mini,13.0303,0.00436579
4o-Mini,4o-Mini,13.3333,0.00323186
4o-Mini,4o-Mini,13.6364,0.00239103
4o-Mini,4o-Mini,13.9394,0.00176817
4o-Mini,4o-Mini,14.2424,0.00130714
4o-Mini,4o-Mini,14.5455,0.000966082
4o-Mini,4o-Mini,14.8485,0.000713886
4o-Mini,4o-Mini,15.1515,0.000527456
4o-Mini,4o-Mini,15.4545,0.000389674
4o-Mini,4o-Mini,15.7576,0.000287863
4o-Mini,4o-Mini,16.0606,0.000212641
4o-Mini,4o-Mini,16.3636,0.000157069
4o-Mini,4o-Mini,16.6667,0.000116017
4o-Mini,4o-Mini,16.9697,8.56928e-005
4o-Mini,4o-Mini,17.2727,6.32935e-005
4o-Mini,4o-Mini,17.5758,4.67486e-005
4o-Mini,4o-Mini,17.8788,3.45283e-005
4o-Mini,4o-Mini,18.1818,2.55022e-005
4o-Mini,4o-Mini,18.4848,1.88356e-005
4o-Mini,4o-Mini,18.7879,1.39117e-005
4o-Mini,4o-Mini,19.0909,1.02749e-005
4o-Mini,4o-Mini,19.3939,7.58887e-006
4o-Mini,4o-Mini,19.697,5.60497e-006
4o-Mini,4o-Mini,20,4.13972e-006
4o-Mini,4o-Mini,20.303,3.05751e-006
4o-Mini,4o-Mini,20.6061,2.25821e-006
4o-Mini,4o-Mini,20.9091,1.66786e-006
4o-Mini,4o-Mini,21.2121,1.23184e-006
4o-Mini,4o-Mini,21.5152,9.09811e-007
4o-Mini,4o-Mini,21.8182,6.71966e-007
4o-Mini,4o-Mini,22.1212,4.96299e-007
4o-Mini,4o-Mini,22.4242,3.66555e-007
4o-Mini,4o-Mini,22.7273,2.70729e-007
4o-Mini,4o-Mini,23.0303,1.99954e-007
4o-Mini,4o-Mini,23.3333,1.47681e-007
4o-Mini,4o-Mini,23.6364,1.09074e-007
4o-Mini,4o-Mini,23.9394,8.05595e-008
4o-Mini,4o-Mini,24.2424,5.94994e-008
4o-Mini,4o-Mini,24.5455,4.39449e-008
4o-Mini,4o-Mini,24.8485,3.24567e-008
4o-Mini,4o-Mini,25.1515,2.39718e-008
4o-Mini,4o-Mini,25.4545,1.7705e-008
4o-Mini,4o-Mini,25.7576,1.30765e-008
4o-Mini,4o-Mini,26.0606,9.65798e-009
4o-Mini,4o-Mini,26.3636,7.13316e-009
4o-Mini,4o-Mini,26.6667,5.26839e-009
4o-Mini,4o-Mini,26.9697,3.89111e-009
4o-Mini,4o-Mini,27.2727,2.87388e-009
4o-Mini,4o-Mini,27.5758,2.12258e-009
4o-Mini,4o-Mini,27.8788,1.56769e-009
4o-Mini,4o-Mini,28.1818,1.15786e-009
4o-Mini,4o-Mini,28.4848,8.55167e-010
4o-Mini,4o-Mini,28.7879,6.31606e-010
4o-Mini,4o-Mini,29.0909,4.66493e-010
4o-Mini,4o-Mini,29.3939,3.44539e-010
4o-Mini,4o-Mini,29.697,2.54468e-010
4o-Mini,4o-Mini,30,1.87946e-010
GPT-4o,GPT-4o,-30,2.12096e-010
GPT-4o,GPT-4o,-29.697,2.87168e-010
GPT-4o,GPT-4o,-29.3939,3.88812e-010
GPT-4o,GPT-4o,-29.0909,5.26435e-010
GPT-4o,GPT-4o,-28.7879,7.1277e-010
GPT-4o,GPT-4o,-28.4848,9.65059e-010
GPT-4o,GPT-4o,-28.1818,1.30665e-009
GPT-4o,GPT-4o,-27.8788,1.76914e-009
GPT-4o,GPT-4o,-27.5758,2.39534e-009
GPT-4o,GPT-4o,-27.2727,3.24318e-009
GPT-4o,GPT-4o,-26.9697,4.39113e-009
GPT-4o,GPT-4o,-26.6667,5.94539e-009
GPT-4o,GPT-4o,-26.3636,8.04979e-009
GPT-4o,GPT-4o,-26.0606,1.08991e-008
GPT-4o,GPT-4o,-25.7576,1.47568e-008
GPT-4o,GPT-4o,-25.4545,1.99801e-008
GPT-4o,GPT-4o,-25.1515,2.70521e-008
GPT-4o,GPT-4o,-24.8485,3.66274e-008
GPT-4o,GPT-4o,-24.5455,4.95919e-008
GPT-4o,GPT-4o,-24.2424,6.71452e-008
GPT-4o,GPT-4o,-23.9394,9.09116e-008
GPT-4o,GPT-4o,-23.6364,1.2309e-007
GPT-4o,GPT-4o,-23.3333,1.66659e-007
GPT-4o,GPT-4o,-23.0303,2.25649e-007
GPT-4o,GPT-4o,-22.7273,3.05518e-007
GPT-4o,GPT-4o,-22.4242,4.13658e-007
GPT-4o,GPT-4o,-22.1212,5.60074e-007
GPT-4o,GPT-4o,-21.8182,7.58315e-007
GPT-4o,GPT-4o,-21.5152,1.02672e-006
